model,token,n_window,format,source_tag,n_agents,majority_pct,num_simulations,correct_rate_percent,convergence_rate_percent,wrong_consensus_rate_percent,no_convergence_rate_percent,mean_rounds_when_correct
Gemma 27B,ab,11,only_token,A100,120,51,50,0.0,0.0,0.0,100.0,
Gemma 27B,ab,11,only_token,A100,30,55,50,12.0,12.0,0.0,88.0,3.1666666666666665
Gemma 27B,ab,11,only_token,A100,60,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,ab,11,only_token,A100,90,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,ab,11,only_token,A100,120,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,ab,11,only_token,A100,30,60,50,28.000000000000004,28.000000000000004,0.0,72.0,2.357142857142857
Gemma 27B,ab,11,only_token,A100,60,60,50,4.0,4.0,0.0,96.0,3.0
Gemma 27B,ab,11,only_token,A100,90,60,50,2.0,2.0,0.0,98.0,3.0
Gemma 27B,ab,11,only_token,A100,120,60,50,0.0,0.0,0.0,100.0,
Gemma 27B,ab,11,only_token,A100,30,65,50,72.0,72.0,0.0,28.000000000000004,1.8888888888888888
Gemma 27B,ab,11,only_token,A100,60,65,50,38.0,38.0,0.0,62.0,2.5789473684210527
Gemma 27B,ab,11,only_token,A100,90,65,50,16.0,16.0,0.0,84.0,2.625
Gemma 27B,ab,11,only_token,A100,120,65,50,2.0,2.0,0.0,98.0,2.0
Gemma 27B,ab,11,only_token,A100,30,70,50,84.0,84.0,0.0,16.0,1.5714285714285714
Gemma 27B,ab,11,only_token,A100,60,70,50,64.0,64.0,0.0,36.0,2.03125
Gemma 27B,ab,11,only_token,A100,90,70,50,42.0,42.0,0.0,57.99999999999999,2.1904761904761907
Gemma 27B,ab,11,only_token,A100,120,70,50,36.0,36.0,0.0,64.0,2.2777777777777777
Gemma 27B,kz,7,com_cot,A100,30,51,50,50.0,100.0,50.0,0.0,9.56
Gemma 27B,kz,7,com_cot,A100,60,51,50,50.0,100.0,50.0,0.0,16.28
Gemma 27B,kz,7,com_cot,A100,90,51,50,50.0,100.0,50.0,0.0,20.0
Gemma 27B,kz,7,com_cot,A100,120,51,50,50.0,100.0,50.0,0.0,21.56
Gemma 27B,kz,7,com_cot,A100,30,55,50,50.0,100.0,50.0,0.0,7.48
Gemma 27B,kz,7,com_cot,A100,60,55,50,50.0,100.0,50.0,0.0,14.12
Gemma 27B,kz,7,com_cot,A100,90,55,50,50.0,100.0,50.0,0.0,15.6
