model,token,n_window,format,majority_pct,source_tag,n_scenarios,total_simulations,mean_correct_rate_percent,mean_convergence_rate_percent,mean_wrong_consensus_rate_percent,mean_no_convergence_rate_percent,mean_rounds_when_correct
Gemma 27B,⊕⊖,9,only_token,70,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,1.53
Gemma 27B,⊕⊖,11,com_cot,51,srv54_parallel_20260313,4,200,4.5,4.5,0.0,95.5,3.0
Gemma 27B,⊕⊖,11,com_cot,55,srv54_parallel_20260313,4,200,12.5,12.5,0.0,87.5,3.1333333333333333
Gemma 27B,⊕⊖,11,com_cot,60,srv54_parallel_20260313,4,200,24.5,24.5,0.0,75.5,3.2784900284900287
Gemma 27B,⊕⊖,11,com_cot,65,srv54_parallel_20260313,4,200,54.0,54.0,0.0,46.0,2.7342391304347826
Gemma 27B,⊕⊖,11,com_cot,70,srv54_parallel_20260313,4,200,76.5,76.5,0.0,23.5,2.340054100908656
Gemma 27B,⊕⊖,11,only_token,51,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,2.76
Gemma 27B,⊕⊖,11,only_token,55,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,2.41
Gemma 27B,⊕⊖,11,only_token,60,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,2.03
Gemma 27B,⊕⊖,11,only_token,65,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,1.58
Gemma 27B,⊕⊖,11,only_token,70,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,1.38
Gemma 27B,△○,7,com_cot,51,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,17.92
Gemma 27B,△○,7,com_cot,55,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,14.28
Gemma 27B,△○,7,com_cot,60,srv54_parallel_20260313,4,200,51.0,100.0,49.0,0.0,10.018518518518519
Gemma 27B,△○,7,com_cot,65,srv54_parallel_20260313,4,200,57.5,100.0,42.5,0.0,6.318905443905444
Gemma 27B,△○,7,com_cot,70,srv54_parallel_20260313,4,200,63.0,100.0,37.0,0.0,4.428901515151515
Gemma 27B,△○,7,only_token,51,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,6.66
Gemma 27B,△○,7,only_token,55,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,5.58
Gemma 27B,△○,7,only_token,60,srv54_parallel_20260313,4,200,50.0,100.0,50.0,0.0,4.34
Gemma 27B,△○,7,only_token,65,srv54_parallel_20260313,4,200,51.5,99.5,48.0,0.5,3.2914285714285714
Gemma 27B,△○,7,only_token,70,srv54_parallel_20260313,4,200,53.0,99.0,46.0,1.0,2.6238709677419356
Gemma 27B,△○,9,com_cot,51,srv54_parallel_20260313,4,200,51.0,100.0,49.0,0.0,19.27851851851852
Gemma 27B,△○,9,com_cot,55,srv54_parallel_20260313,4,200,52.5,100.0,47.5,0.0,14.216666666666667
Gemma 27B,△○,9,com_cot,60,srv54_parallel_20260313,4,200,55.0,100.0,45.0,0.0,9.868371040723982
Gemma 27B,△○,9,com_cot,65,srv54_parallel_20260313,4,200,62.0,100.0,38.0,0.0,6.158089032677848
Gemma 27B,△○,9,com_cot,70,srv54_parallel_20260313,4,200,75.5,100.0,24.5,0.0,3.9650101158392506
Gemma 27B,△○,9,only_token,51,srv54_parallel_20260313,4,200,5.0,5.5,0.5,94.5,2.7777777777777777
Gemma 27B,△○,9,only_token,55,srv54_parallel_20260313,4,200,9.5,9.5,0.0,90.5,2.91025641025641
Gemma 27B,△○,9,only_token,60,srv54_parallel_20260313,4,200,17.5,17.5,0.0,82.5,2.478125
Gemma 27B,△○,9,only_token,65,srv54_parallel_20260313,4,200,32.5,32.5,0.0,67.5,2.240383567614689
Gemma 27B,△○,9,only_token,70,srv54_parallel_20260313,4,200,44.0,44.0,0.0,56.0,1.9128444151130177
Gemma 27B,△○,11,com_cot,51,srv54_parallel_20260313,4,200,52.0,100.0,48.0,0.0,23.421379310344825
Gemma 27B,△○,11,com_cot,55,srv54_parallel_20260313,4,200,53.5,100.0,46.5,0.0,17.50347394540943
Gemma 27B,△○,11,com_cot,60,srv54_parallel_20260313,4,200,62.5,100.0,37.5,0.0,10.382036679536679
Gemma 27B,△○,11,com_cot,65,srv54_parallel_20260313,4,200,80.0,100.0,20.0,0.0,5.864908008658009
Gemma 27B,△○,11,com_cot,70,srv54_parallel_20260313,4,200,91.0,100.0,9.0,0.0,3.3160701961944197
Gemma 27B,△○,11,only_token,51,srv54_parallel_20260313,4,200,13.5,21.5,8.0,78.5,3.2184873949579833
Gemma 27B,△○,11,only_token,55,srv54_parallel_20260313,4,200,22.5,24.0,1.5,76.0,3.106060606060606
Gemma 27B,△○,11,only_token,60,srv54_parallel_20260313,4,200,35.5,36.0,0.5,64.0,2.853670634920635
Gemma 27B,△○,11,only_token,65,srv54_parallel_20260313,4,200,49.0,49.0,0.0,51.0,2.3888833233153006
Gemma 27B,△○,11,only_token,70,srv54_parallel_20260313,4,200,54.0,54.0,0.0,46.0,2.0194642857142857
